"","J","fittedP","lwrCIP","uprCIP","fittedR","lwrCIR","uprCIR","edate"
"1",275,0.134421805272081,0.101375422015236,0.176375520705404,2.75718864905273,0.852764234518968,10.9888955120159,2011-10-02
"2",276,0.137033013401351,0.103326605695577,0.17960216674532,2.59356367160045,0.828356292454714,9.95589526706262,2011-10-03
"3",277,0.139778614694513,0.105473317167426,0.182943671686175,2.44494433794285,0.80540463285461,9.04968623725402,2011-10-04
"4",278,0.142652775431995,0.107808528424932,0.186415531062471,2.3107171607589,0.784105564555214,8.25579308778903,2011-10-05
"5",279,0.145654286942591,0.110322343250744,0.190037018427455,2.1903463524518,0.764671651099031,7.56165605439004,2011-10-06
"6",280,0.148787492975508,0.113003726780814,0.193830624879652,2.08337345595027,0.747333061531842,6.95638799903893,2011-10-07
"7",281,0.152062798765468,0.115842537946972,0.197821138626494,1.98941701234247,0.732338815176538,6.43056561561195,2011-10-08
"8",282,0.155496678429355,0.118831599188927,0.20203428269668,1.90817223856672,0.719957864011591,5.97604986357273,2011-10-09
"9",283,0.159111093860167,0.121968519906006,0.206494855435727,1.83941067785778,0.710479951227507,5.58583143746011,2011-10-10
"10",284,0.162932235364479,0.125257006356986,0.211224387879922,1.78297977364868,0.704216181395812,5.2538976825596,2011-10-11
"11",285,0.166988511160769,0.128707425826629,0.216238449805735,1.73880230414972,0.701499237137552,4.97511786339457,2011-10-12
"12",286,0.171307773197107,0.132336436824119,0.221543887702638,1.70687559994268,0.702683179816152,4.7451440984175,2011-10-13
"13",287,0.175913889561517,0.136165554263017,0.227136420749054,1.68727045082579,0.708142777982769,4.5603256056886,2011-10-14
"14",288,0.180822958076352,0.140218608723566,0.23299909009411,1.68012959115246,0.71827231707585,4.41763417262311,2011-10-15
"15",289,0.186039663726227,0.144518206801177,0.239101990619478,1.6856656355326,0.733483856681488,4.31459897902781,2011-10-16
"16",290,0.191554434763461,0.14908151408002,0.245403494036913,1.70415831972909,0.754204916278809,4.24924907689016,2011-10-17
"17",291,0.197342050501154,0.153915931513934,0.251852850000872,1.73595088584028,0.780875584878286,4.22006197269054,2011-10-18
"18",292,0.203362135575581,0.159015434822472,0.25839373979567,1.78144543762648,0.813945061739735,4.2259168782443,2011-10-19
"19",293,0.209561571779906,0.164358378343866,0.264968171697303,1.84109708258253,0.853867641546159,4.26605130395851,2011-10-20
"20",294,0.215878404896917,0.169907344773912,0.271520105553127,1.91540667378574,0.901098155348217,4.34001977315959,2011-10-21
"21",295,0.22224649789484,0.175611171349623,0.277998347993224,2.00491196855217,0.956086866564073,4.44765354605083,2011-10-22
"22",296,0.228600101603068,0.181408751331768,0.284358483368226,2.11017703451244,1.01927379932432,4.58902036348431,2011-10-23
"23",297,0.234877674210511,0.187233808218524,0.290563812535876,2.23177975885925,1.09108244686965,4.7643833584304,2011-10-24
"24",298,0.241024573662015,0.193019718362906,0.296585415233771,2.37029735504119,1.17191277564116,4.97415843854931,2011-10-25
"25",299,0.246994541373214,0.198703619861579,0.302401528594218,2.5262898145441,1.26213341394893,5.2188696156579,2011-10-26
"26",300,0.252750108086727,0.204229370240776,0.307996462802396,2.7002813204995,1.36207290282265,5.49910194353561,2011-10-27
"27",301,0.258262164795674,0.209549248626285,0.313359273031319,2.89273972477449,1.47200990279376,5.81545191830758,2011-10-28
"28",302,0.263508975400937,0.214624538301016,0.318482383939939,3.10405428998327,1.59216230665447,6.16847538732508,2011-10-29
"29",303,0.268474893011632,0.219425247910172,0.323360323358356,3.3345120103467,1.72267531597632,6.55863319406308,2011-10-30
"30",304,0.27314899993396,0.223929259036938,0.327988670458857,3.58427294697646,1.86360870382765,6.98623495179771,2011-10-31
"31",305,0.277523835185253,0.228121162115331,0.332363269120014,3.85334513901605,2.01492370069246,7.45138148984898,2011-11-01
"32",306,0.281594312250852,0.231990991032555,0.336479708871471,4.14155977580614,2.17647017844544,7.95390666966825,2011-11-02
"33",307,0.285356872650876,0.235533007022453,0.340333040943152,4.44854742935467,2.34797501908277,8.49331945767588,2011-11-03
"34",308,0.288808875193907,0.238744624784953,0.343917678226183,4.7737162425343,2.52903267504995,9.06874741154795,2011-11-04
"35",309,0.291948190754302,0.241625524540226,0.347227423696449,5.11623303789433,2.71909889298119,9.67888312276202,2011-11-05
"36",310,0.294772958129266,0.244176956633649,0.350255577680505,5.47500834629438,2.91748834889284,10.321935662335,2011-11-06
"37",311,0.297281454881036,0.246401221427304,0.352995085264711,5.84868634623511,3.12337655226661,10.9955896425107,2011-11-07
"38",312,0.299472043403051,0.248301295259322,0.355438697079601,6.23564064796774,3.33580590419812,11.6969750154178,2011-11-08
"39",313,0.301343162264621,0.249880570380515,0.357579127115871,6.63397674784277,3.55369536787619,12.4226510233555,2011-11-09
"40",314,0.302893342850222,0.25114267963075,0.359409199115213,7.04154181761944,3.77585294925679,13.1686076511748,2011-11-10
"41",315,0.304121239540823,0.252091382189289,0.360921978422658,7.45594228386909,4.00099015439882,13.930287436924,2011-11-11
"42",316,0.305025667546383,0.252730492841731,0.362110889487106,7.87456940122325,4.22773776302811,14.7026296029476,2011-11-12
"43",317,0.30560564614613,0.253063842583625,0.362969821068845,8.29463274083753,4.45466253888109,15.4801372968798,2011-11-13
"44",318,0.305860447044949,0.253095262513611,0.363493222176122,8.71320121621513,4.6802847677953,16.2569674423286,2011-11-14
"45",319,0.30578964838617,0.252828585838094,0.363676192160731,9.12725096927857,4.90309668852595,17.0270414398662,2011-11-15
"46",320,0.30539319514608,0.252267664645107,0.363514568455997,9.53371915878041,5.12158193302108,17.7841738322912,2011-11-16
"47",321,0.304671466493465,0.251416399206916,0.363005015232357,9.92956244977533,5.33423604805609,18.5222151139345,2011-11-17
"48",322,0.303625350408185,0.250278778206924,0.362145115805316,10.3118188150496,5.53958807705768,19.2352041616336,2011-11-18
"49",323,0.302256325494843,0.248858928650536,0.360933470957023,10.6776711430766,5.73622308351116,19.9175253335079,2011-11-19
"50",324,0.300566549517938,0.247161174428586,0.359369804416252,11.024511114835,5.92280542160265,20.5640651640184,2011-11-20
"51",325,0.298558953710297,0.245190102608263,0.357455075575589,11.3500018720028,6.09810251360601,21.1703638215553,2011-11-21
"52",326,0.29623734134469,0.242950636536874,0.355191598115313,11.6521381550937,6.2610088725445,21.7327571176963,2011-11-22
"53",327,0.293606488390684,0.240448114733988,0.352583161578045,11.9293028405146,6.41057010211293,22.2485058757645,2011-11-23
"54",328,0.290672243297353,0.237688374274685,0.349635151155528,12.1803191441634,6.54600660072082,22.7159108696226,2011-11-24
"55",329,0.287441622056137,0.234677836877526,0.346354659110786,12.4044981761198,6.66673667985022,23.1344133030919,2011-11-25
"56",330,0.283922893736247,0.231423595152118,0.342750579521209,12.6016820137068,6.77239876806651,23.5046828760255,2011-11-26
"57",331,0.280125650701716,0.227933495392415,0.338833676606052,12.7722829952231,6.86287230626506,23.8286978315881,2011-11-27
"58",332,0.276060856798759,0.224216211917852,0.334616616065263,12.9173205112666,6.93829685381472,24.1098239618265,2011-11-28
"59",333,0.271740866062347,0.220281306327467,0.330113948905816,13.0384571747265,6.99908884353116,24.3529023389035,2011-11-29
"60",334,0.267179404085785,0.216139263313919,0.325342038450844,13.1380368786607,7.04595539107426,24.5643585352298,2011-11-30
"61",335,0.262391504313448,0.211801493210408,0.320318923810494,13.2191279040306,7.07990464211136,24.752349339206,2011-12-01
"62",336,0.25739339236431,0.207280290720408,0.315064117058275,13.2855749249415,7.10225238619789,24.9269665844327,2011-12-02
"63",337,0.252202313281916,0.202588739977045,0.309598336457525,13.34206449492,7.11462510490923,25.1005219337001,2011-12-03
"64",338,0.246836299507919,0.197740558927772,0.303943183770532,13.3942094111376,7.11896021669008,25.2879417133959,2011-12-04
"65",339,0.241313881474318,0.192749881627607,0.298120779143525,13.4486582825906,7.11750492437368,25.5073078074409,2011-12-05
"66",340,0.23565374793389,0.187630985490586,0.292153371359429,13.5132377231819,7.11281560828772,25.7805900426121,2011-12-06
"67",341,0.229874369211399,0.182397981261578,0.286062943568817,13.5971359143968,7.10775998838493,26.1346284992578,2011-12-07
"68",342,0.223993602909165,0.177064494814828,0.279870834508922,13.7111379120528,7.10552421488899,26.6024420673365,2011-12-08
"69",343,0.218028307424591,0.171643379334719,0.273597392824533,13.8679251007771,7.10962664510925,27.2249639428424,2011-12-09
"70",344,0.211993992918445,0.166146500997837,0.267261678102567,14.0824537404107,7.12393942117592,28.0533376727358,2011-12-10
"71",345,0.205904541037633,0.160584638282162,0.260881217671908,14.3724307346603,7.15271823327742,29.1519515229429,2011-12-11
"72",346,0.199772022820698,0.154967523016805,0.254471824154122,14.75890874506,7.20064000215418,30.6024480505117,2011-12-12
"73",347,0.193606638258847,0.149304030674942,0.248047475879908,15.267027766634,7.27284778110807,32.5090248624706,2011-12-13
"74",348,0.187416790994398,0.143602500710268,0.241620260751252,15.9269365102202,7.37500203868301,35.0054485797848,2011-12-14
"75",349,0.181209298340155,0.137871139225643,0.235200383525234,16.7749346851592,7.51333763735206,38.264346495522,2011-12-15
"76",350,0.174989721567505,0.132118431377709,0.228796236086641,17.8548868921774,7.69472619707143,42.5095322751397,2011-12-16
"77",351,0.16876278607569,0.126353475596724,0.222414529307861,19.2199707438201,7.92674400795722,48.0323808920316,2011-12-17
"78",352,0.162532847686807,0.120586151781787,0.216060483077972,20.9348365471991,8.21774611445422,55.2136176888525,2011-12-18
"79",353,0.15630435200595,0.11482705609863,0.209738067970572,23.0782740454203,8.57694754857822,64.5523593706101,2011-12-19
"80",354,0.150082230582365,0.109087178506983,0.203450288232506,25.7465040955218,9.01451290467461,76.7048848126828,2011-12-20
"81",355,0.143872182485846,0.103377363573935,0.197199492106893,29.0572407098169,9.54165552675232,92.536480550212,2011-12-21
"82",356,0.137680804676715,0.0977076709374108,0.190987692946719,33.1547027605773,10.1707475494721,113.190881018026,2011-12-22
"83",357,0.131515560278872,0.0920868208311178,0.184816884118761,38.2157962536296,10.9154419286287,140.18341777418,2011-12-23
"84",358,0.125384609741995,0.0865219483036742,0.17868933312419,44.4577391273232,11.7908074444621,175.526155938382,2011-12-24
"85",359,0.119296571593368,0.081018874461108,0.172607846046146,52.1474631074256,12.8134774804342,221.896235491655,2011-12-25
"86",360,0.113260318133436,0.0755830226114942,0.166576002134501,61.6132037615172,14.0018131823973,282.862630067702,2011-12-26
"87",361,0.107284934184956,0.0702209682297843,0.160598368993588,73.2587835867387,15.3760813941466,363.191968189024,2011-12-27
"88",362,0.101379960338638,0.0649424391250562,0.154680719445482,87.5812073930383,16.9586475475787,469.26145177228,2011-12-28
"89",363,0.0955559970600659,0.0597624120412913,0.148830278842704,105.192328809186,18.7741834591155,609.616962892556,2011-12-29
"90",364,0.0898256629330467,0.0547028222504936,0.143056033132241,126.845516712102,20.8498897468014,795.728137632752,2011-12-30
"91",365,0.0842047907336462,0.0497933504909359,0.137369120436185,153.468457059823,23.2157323310274,1043.01081984972,2011-12-31
"92",366,0.0787136294968295,0.045070815153121,0.131783310670059,186.203476496522,25.9046922114366,1372.21267696742,2012-01-01
"93",367,0.0733777254533036,0.0405769119709722,0.126315548899495,226.457078100471,28.9530274179127,1811.29229824937,2012-01-02
"94",368,0.0682281102999927,0.0363544133331999,0.120986500610799,275.960747297595,32.400545709405,2397.96911210299,2012-01-03
"95",369,0.0633004662680007,0.0324423956688449,0.115820994359073,336.845529679346,36.2908862360805,3183.18544765303,2012-01-04
"96",370,0.0586330939948644,0.0288714467002011,0.110848215542403,411.733416814339,40.6718079843705,4235.80912814088,2012-01-05
"97",371,0.0542637832455109,0.0256599230254706,0.106101475889479,503.849218152498,45.5954823885581,5649.02339306811,2012-01-06
"98",372,0.0502260219727383,0.0228120802453324,0.101617385897907,617.157366585671,51.1187870158212,7549.01190979868,2012-01-07
"99",373,0.0465452566737318,0.0203183622355033,0.0974343156367185,756.529025050152,57.303596714673,10106.7653175639,2012-01-08
"100",374,0.0432360003647532,0.0181575443116697,0.0935901579738863,927.945958077608,64.2170680618823,13554.1326384434,2012-01-09
"101",375,0.0403004043482736,0.0163000187900261,0.0901195938885914,1138.74893553308,71.9319123541072,18205.6436409818,2012-01-10
"102",376,0.0377285221591483,0.0147114064322995,0.0870512486110285,1397.93998010962,80.5266517736244,24488.1741057359,2012-01-11
"103",377,0.0355000578129815,0.0133558300486651,0.0844052401825253,1716.54959399386,90.085852720479,32981.2650258604,2012-01-12
"104",378,0.0335870759172958,0.0121984632639342,0.0821915929154349,2108.08224649717,100.700329656141,44471.9063564072,2012-01-13
"105",379,0.0319570479547975,0.0112072374437663,0.0804098086345417,2589.05592095565,112.467312158698,60028.9461570399,2012-01-14
"106",380,0.03057569866959,0.0103537792242895,0.0790496199704691,3179.65445789347,125.490567261147,81104.1074133782,2012-01-15
"107",381,0.0294093118580627,0.00961374572675034,0.0780926928504501,3904.51484852706,139.880468549637,109669.048333422,2012-01-16
"108",382,0.0284263617395824,0.00896674538111216,0.0775148856709321,4793.67558790161,155.754002956577,148401.201623729,2012-01-17
"109",383,0.0275984939062032,0.00839601020250582,0.0772886430642609,5883.71675261012,173.234705716,200935.558463454,2012-01-18
"110",384,0.0269009695897944,0.00788794617919208,0.0773851793312104,7219.12768758137,192.452513578824,272205.500088149,2012-01-19
"111",385,0.0263127180183013,0.00743164828768467,0.0777762370929899,8853.94413241258,213.543526138904,368903.721162861,2012-01-20
"112",386,0.0258161344599238,0.00701843319765512,0.0784353382765533,10853.7033491825,236.649665023431,500104.888823393,2012-01-21
"113",387,0.0253967358346983,0.00664141809050513,0.0793385447443733,13297.7733826223,261.918220780777,678105.797989115,2012-01-22
"114",388,0.0250427553065166,0.00629515748645565,0.0804648046758494,16282.1210305036,289.501277582557,919557.54001068,2012-01-23
"115",389,0.0247447296455763,0.00597533980530701,0.0817959834971465,19922.5924508043,319.555006371654,1246989.06064672,2012-01-24
"116",390,0.0244951113870509,0.00567853972999934,0.0833166764032332,24358.7905827543,352.238817859578,1690854.34315251,2012-01-25
"117",391,0.024287922240729,0.00540201975553777,0.0850138849429717,29758.6446798843,387.714367828081,2292278.76661308,2012-01-26
"118",392,0.0241184539223616,0.00514357344172606,0.086876621361585,36323.779172609,426.144408541344,3106737.11624596,2012-01-27
"119",393,0.0239830163083436,0.00490140305842337,0.088895486538642,44295.8016720796,467.691481741372,4208970.30610093,2012-01-28
"120",394,0.0238787293591307,0.00467402500705649,0.0910622527619969,53963.6430090837,512.516450690661,5699545.27128555,2012-01-29
"121",395,0.023803353646197,0.00446019731005892,0.0933694717824724,65672.0955078411,560.776871045349,7713589.23424448,2012-01-30
"122",396,0.0237551538434764,0.00425886440129773,0.0958101211886576,79831.708869995,612.625202984531,10432393.891342,2012-01-31
"123",397,0.0237327897204597,0.00406911533038789,0.098377297327266,96930.2156281611,668.206869973121,14098797.3346784,2012-02-01
"124",398,0.0237352296836517,0.00389015226866905,0.101063959917128,117545.669539497,727.658172773512,19037524.5879621,2012-02-02
"125",399,0.0237616825598252,0.00372126686117191,0.103862731420017,142361.48981068,791.104070811042,25682017.4101446,2012-02-03
"126",400,0.0238115439836759,0.00356182251019866,0.106765752576912,172183.610810651,858.655846694887,34609730.0451465,2012-02-04
